Date,Region,Location from list,Title,Code,Elevation,Caught,Buried,Killed,Aspect,Vertical Fall,Latitude,Longitude,Avalanche Type,Bed Surface,D size,R size,Problem Type,Trigger,Slab Thickness units
1/24/2025,Northern Gallatin,Hyalite - main fork,Touchy Storm Slab Avalanches in Hyalite,SS-R1-D1-S,,0,0,,,,45.4472,-110.962,Soft slab avalanche,S - Avalanche released within new snow,1,1,New Snow,,inches
1/24/2025,Northern Madison,Cedar Mtn.,Recent avalanche activity in Cedar Basin,SS-N-I,,0,0,,,,45.2268,-111.512,Soft slab avalanche,I - Interface between new and old snow,,,Storm Slab,Natural trigger,centimeters
1/24/2025,Cooke City,Hayden Creek,Large Persistent Slab Avalanche in Hayden Creek,SS-N-R3-D3-O,,0,0,,NE,,44.9952,-109.908,Soft slab avalanche,O - Old snow,3,3,Persistent Weak Layer,Natural trigger,centimeters
1/23/2025,Northern Gallatin,Divide Cirque,Thin wind slab in Hyalite,R1-D1,9800,0,0,,SE,,45.3934,-110.969,,,1,1,Wind Slab,,inches
1/23/2025,Cooke City,Republic Creek,Deep Persistent Slab Avalanche up Republic Creek,SS-N-R3-D3-O,9800,0,0,,NW,800,44.956,-109.944,Soft slab avalanche,O - Old snow,3,3,Persistent Weak Layer,Natural trigger,inches
1/21/2025,Cooke City,Woody Ridge,Old persistent slab avalanche up Republic Creek,SS-N-R3-D3-O,10000,0,0,,NE,,44.9595,-109.935,Soft slab avalanche,O - Old snow,3,3,Persistent Slab,Natural trigger,inches
1/19/2025,Northern Gallatin,Maid of the Mist,Thin wind slab in Maid of the Mist,SS-AS-R1-D1-I,,0,0,,,20,45.4164,-110.97,Soft slab avalanche,I - Interface between new and old snow,1,1,Wind Slab,Skier,inches
1/19/2025,Southern Madison,Cabin Creek,Long shooting cracks in Cabin Creek,,,0,0,,SW,,44.8949,-111.228,,,,,,,centimeters
,,,,,,,,,,,,,,,,,,,
1/19/2025,Cooke City,Henderson Mountain,Wind Slab on E Henderson,N-R1-D2-O,10000,0,0,,NE,,45.0524,-109.945,,O - Old snow,2,1,Wind Slab,Natural trigger,inches
1/19/2025,Bridger Range,The Ramp,Small soft slab avalanche south of Bradley's Meadow,SS-ASc-R1-D1-I,7800,0,0,,S,40,45.8288,-110.931,Soft slab avalanche,I - Interface between new and old snow,1,1,Wind-Drifted Snow,Skier,inches
1/19/2025,Bridger Range,Fairy Lake,Whumphs at Fairy Lake,,7000,0,0,,,,45.909,-110.958,,,,,,,centimeters
1/16/2025,Northern Gallatin,Mt Blackmore,Soft Slab Avalanche on North Face of Blackmore,SS-N,,0,0,,N,,45.4444,-111.004,Soft slab avalanche,,,,Wind-Drifted Snow,Natural trigger,inches
1/15/2025,Southern Madison,Red Mountain,Avalanche on Red Mountain,HS-N-R2-D2-O,9800,0,0,,E,,44.9474,-111.156,Hard slab avalanche,O - Old snow,2,2,Persistent Slab,Natural trigger,centimeters
,,,,,,,,,,,,,,,,,,,
1/15/2025,Northern Gallatin,Hyalite - main fork,Wet Loose Avalanches in Hyalite,WL-N-R1-D1,,0,0,,,,45.4347,-110.963,Wet loose-snow avalanche,,1,1,,Natural trigger,centimeters
,,,,,,,,,,,,,,,,,,,
1/13/2025,Southern Madison,Bacon Rind,Whumpfing and Cracking at Bacon Rind,,,0,0,,,,44.9609,-111.1,,,,,,,centimeters
1/13/2025,Cooke City,Woody Ridge,Persistent Slab Avalanche on Woody Ridge,HS-N-R2-D2.5-O,9600,0,0,,NW,1100,44.994,-109.922,Hard slab avalanche,O - Old snow,2.5,2,Persistent Weak Layer,Natural trigger,inches
1/13/2025,Southern Madison,Bacon Rind,Human triggered avalanche near Bacon Rind,SS-AS-R2-D1.5-O,7200,0,0,,SW,100,44.9842,-111.077,Soft slab avalanche,O - Old snow,1.5,2,Persistent Slab,Skier,inches
,,,,,,,,,,,,,,,,,,,
1/12/2025,Lionhead Range,LIONHEAD AREA,Large Collapse at Lionhead,,,0,0,,,,44.7292,-111.323,,,,,Persistent Slab,,centimeters
,,,,,,,,,,,,,,,,,,,
1/12/2025,Cooke City,Woody Ridge,4-6' deep persistent slab avalanche on Woody Ridge,HS-N-R3-D3-O,10000,0,0,,W,1000,44.9701,-109.927,Hard slab avalanche,O - Old snow,3,3,Persistent Weak Layer,Natural trigger,inches
1/12/2025,Cooke City,Mt. Zimmer,Small Soft Slab Avalanche near Mount Zimmer Yurt,SS,,0,0,,,,45.117,-109.893,Soft slab avalanche,,,,New Snow,,inches
1/11/2025,Lionhead Range,Two Top,Wind slab avalanche on Two Top,SS-N-R1-D1,,0,0,,NE,,44.6232,-111.258,Soft slab avalanche,,1,1,Wind-Drifted Snow,Natural trigger,centimeters
1/11/2025,Northern Gallatin,Mt Blackmore,Storm Slab Avalanche on Mt Blackmore,SS-N-R2-D2,8700,0,0,,N,300,45.4468,-110.989,Soft slab avalanche,,2,2,New Snow,Natural trigger,inches
,,,,,,,,,,,,,,,,,,,
1/10/2025,Northern Gallatin,Mt Blackmore,Wind slabs on Mt Blackmore,SS,,0,0,,N,,45.4445,-111.003,Soft slab avalanche,,,,Wind Slab,,centimeters
,,,,,,,,,,,,,,,,,,,
1/10/2025,Bridger Range,Hardscrabble Peak,"Hardscrabble Peak, natural avalanche",SS-N-R2-D2,9200,0,0,,E,,45.9151,-110.981,Soft slab avalanche,,2,2,Wind-Drifted Snow,Natural trigger,inches
1/9/2025,Cooke City,Round Lake,New Snow Avalanches North of Cooke City,SS-N-R2-D2-O,,0,0,,,,45.0746,-109.907,Soft slab avalanche,O - Old snow,2,2,,Natural trigger,centimeters
1/9/2025,Cooke City,Mount Abundance,Natural thick wind slab on Henderson Mtn.,HS-N-R2-D2-S,9800,0,0,,NE,300,45.0773,-110.021,Hard slab avalanche,S - Avalanche released within new snow,2,2,Wind Slab,Natural trigger,inches
1/9/2025,Northern Gallatin,Mt Blackmore,Natural storm slab avalanches Mt Blackmore,SS-N-R1-D1.5-S,9500,0,0,,,,45.4444,-111.004,Soft slab avalanche,S - Avalanche released within new snow,1.5,1,Storm Slab,Natural trigger,centimeters
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1/9/2025,Cooke City,Mount Abundance,Small remote triggered pocket on Abundance,HS-AMr-R1-D1,9100,0,0,,SE,35,45.0773,-110.021,Hard slab avalanche,,1,1,,Snowmobile,inches
1/9/2025,Cooke City,Mount Abundance,4-6 foot deep Persistent slab on Mt. Abundance,HS-R2-D2-O,9500,0,0,,SE,,45.0773,-110.021,Hard slab avalanche,O - Old snow,2,2,Persistent Slab,,centimeters
1/9/2025,Cooke City,Henderson Mountain,4-6'+ deep Persistent slabs (2) on Henderson Mtn.,HS-N-R2-D2-O,9900,0,0,,NE,300,45.0524,-109.945,Hard slab avalanche,O - Old snow,2,2,Persistent Slab,Natural trigger,inches
1/8/2025,Bridger Range,BRIDGER RANGE,Skier Triggered Wind Slab Northern Bridgers,SS-ASu-S,8000,0,0,,NE,75,45.8512,-110.948,Soft slab avalanche,S - Avalanche released within new snow,,,Wind-Drifted Snow,Skier,inches
1/8/2025,Bridger Range,Texas Meadow,Natural Avalanches above Texas Meadows,SS-N-R2-D1-S,8000,0,0,,E,,45.8406,-110.933,Soft slab avalanche,S - Avalanche released within new snow,1,2,New Snow,Natural trigger,centimeters
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1/7/2025,Cooke City,Mount Abundance,3-6' deep avalanches near Cooke,HS-N-R1-D2-O,10000,0,0,,,,45.0773,-110.021,Hard slab avalanche,O - Old snow,2,1,,Natural trigger,centimeters
1/7/2025,Bridger Range,Bradley Meadow,Skier triggered avalanche north of Bridger boundary,SS-AS-R2-D1,,0,0,,,,45.83,-110.928,Soft slab avalanche,,1,2,,Skier,centimeters
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1/7/2025,Out of Advisory Area,Emigrant Peak,Emigrant Gulch natural avalanche,SS-N-R2-D2.5-O,9500,0,0,,NE,,45.263,-110.707,Soft slab avalanche,O - Old snow,2.5,2,Persistent Slab,Natural trigger,centimeters
,,,,,,,,,,,,,,,,,,,
1/7/2025,Cooke City,Mount Abundance,Persistent slab on Fisher Mtn.,HS-N-R3-D2.5-O,10000,0,0,,N,400,45.0773,-110.021,Hard slab avalanche,O - Old snow,2.5,3,Persistent Slab,Natural trigger,inches
,,,,,,,,,,,,,,,,,,,
1/6/2025,Bridger Range,Argentina Bowl,Skier triggered avalanche in Argentina Bowl,SS-ASc-R2-D2.5-S,9000,0,0,,E,1500,45.7875,-110.935,Soft slab avalanche,S - Avalanche released within new snow,2.5,2,Wind Slab,Skier,inches
,,,,,,,,,,,,,,,,,,,
1/6/2025,Butte Area,Other place,Remote Trigger Avalanche near Sugar Loaf (Anaconda),SS-ASr-D2-I,,0,0,,N,200,46.0291,-112.972,Soft slab avalanche,I - Interface between new and old snow,2,,Wind-Drifted Snow,Skier,centimeters
1/6/2025,Southern Madison,Cabin Creek,Fresh avalanches in Cabin Ck,,,0,0,,,,44.8949,-111.228,,,,,,,centimeters
,,,,,,,,,,,,,,,,,,,
1/5/2025,Southern Madison,Bacon Rind,Avalanches at Bacon Rind,SS-N-R3-D2-O,8800,0,0,,N,1000,44.9609,-111.1,Soft slab avalanche,O - Old snow,2,3,Persistent Weak Layer,Natural trigger,inches
1/5/2025,Northern Gallatin,Mt Blackmore,Natural Avalanche North Face Blackmore,SS-N-R2-D2-O,9800,0,0,,N,,45.4444,-111.004,Soft slab avalanche,O - Old snow,2,2,Persistent Slab,Natural trigger,centimeters
1/5/2025,Northern Gallatin,Maid of the Mist,Avalanche Below Maid of the Mist,SS-R2-D2,8200,0,0,,E,,45.4164,-110.97,Soft slab avalanche,,2,2,,,centimeters
1/5/2025,Southern Madison,Taylor Fork,Small avalanches along Carrot Basin Headwall in Taylor Fork,SS-R1-D1.5-O,8500,0,0,,E,50,45.0607,-111.272,Soft slab avalanche,O - Old snow,1.5,1,Persistent Weak Layer,,inches
1/5/2025,Lionhead Range,Hebgen Lake,Intentional Skier Triggered Avalanche near Hebgen,SS-ASc-G,8700,0,0,,E,,44.8404,-111.341,Soft slab avalanche,G - Ground,,,Persistent Weak Layer,Skier,centimeters
1/5/2025,Southern Gallatin,Specimen Creek,Remotely Triggered Avalanche in Specimen Creek,,,0,0,,,,45.0265,-111.048,,,,,,,centimeters
,,,,,,,,,,,,,,,,,,,
1/4/2025,Lionhead Range,LIONHEAD AREA,Remote Triggered Avalanche in Lionhead,SS-AMr-R2-D2.5-O,9340,0,0,,SE,400,44.7269,-111.318,Soft slab avalanche,O - Old snow,2.5,2,Persistent Weak Layer,Snowmobile,inches
,,,,,,,,,,,,,,,,,,,
1/4/2025,Lionhead Range,LIONHEAD AREA,More avalanches at Lionhead,HS-R2-D2-O,8600,0,0,,NE,150,44.7292,-111.323,Hard slab avalanche,O - Old snow,2,2,Persistent Slab,,inches
1/4/2025,Island Park,Mt Jefferson Bowl,Wind Slab Avalanche Jefferson Bowl,N-R2-D2,9500,0,0,,NE,,44.5591,-111.483,,,2,2,Wind Slab,Natural trigger,centimeters
1/4/2025,Bridger Range,The Ramp,Skier triggered large Wind Slab on the Ramp,HS-ASu-R1-D1-I,8500,0,0,,E,,45.828,-110.933,Hard slab avalanche,I - Interface between new and old snow,1,1,Wind-Drifted Snow,Skier,inches
1/4/2025,Lionhead Range,Lionhead Ridge,Avalanche Airplane Bowl Lionhead,SS-R3-D2-O,9300,0,0,,SE,400,44.7145,-111.318,Soft slab avalanche,O - Old snow,2,3,Persistent Slab,,centimeters
1/4/2025,Bridger Range,BRIDGER RANGE,Natural Avalanche Argentina Bowl,N-R2-D2.5,8600,0,0,,NE,700,45.8512,-110.948,,,2.5,2,Storm Slab,Natural trigger,inches
1/4/2025,Cooke City,Republic Creek,Large natural avalanche south of Cooke,HS-N-R2-D2.5-O,,0,0,,,,44.9855,-109.941,Hard slab avalanche,O - Old snow,2.5,2,,Natural trigger,centimeters
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1/3/2025,Southern Madison,Cabin Creek,Small cut bank slide Teepee Creek Trail,SS-AM,8200,0,0,,S,,44.8528,-111.166,Soft slab avalanche,,,,Persistent Slab,Snowmobile,centimeters
1/3/2025,Southern Madison,Other place,Whumpfs and Shooting Cracks in the S Madisons,,,0,0,,,,45.1247,-111.269,,,,,,,centimeters
1/3/2025,Southern Madison,Cabin Creek,Hwy 191 Avalanche 3-Jan-25,SS-AV-R4-D1-O,7000,0,0,,E,30,44.832,-111.078,Soft slab avalanche,O - Old snow,1,4,Persistent Slab,Vehicle ( specify vehicle in comments),centimeters
,,,,,,,,,,,,,,,,,,,
1/3/2025,Bridger Range,The Throne,Soft Slabs on Throne,SS-N,,0,0,,E,,45.8822,-110.952,Soft slab avalanche,,,,Storm Slab,Natural trigger,inches
1/3/2025,Bridger Range,Ross Peak,Small Storm Snow Avalanches in Brackett Creek,SS-N-R1-D1,6000,0,0,,S,,45.8601,-110.949,Soft slab avalanche,,1,1,New Snow,Natural trigger,inches
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1/3/2025,Northern Madison,Cedar Mtn.,Natural Avalanches on Cedar Mountain. NE and E aspects,N-R2-D2,9400,0,0,,,,45.2268,-111.512,,,2,2,,Natural trigger,centimeters
1/3/2025,Cooke City,Sheep Mountain,Natural Avalanche E Face of Sheep Mountain,SS-N-R2-D2-G,,0,0,,E,250,45.0722,-109.928,Soft slab avalanche,G - Ground,2,2,Persistent Weak Layer,Natural trigger,inches
1/3/2025,Northern Madison,Buck Ridge,Snowmobile Triggered Avalanche at Buck Ridge,SS-AMu,,0,0,,,,45.1719,-111.38,Soft slab avalanche,,,,,Snowmobile,centimeters
1/2/2025,Cooke City,Miller Ridge,Crown on Miller Ridge,N,,0,0,,,,45.0423,-109.965,,,,,,Natural trigger,centimeters
1/1/2025,Bridger Range,Northern Bridgers,Large storm slab avalanches in North Bridgers,SS-N-R2-D2-S,7800,0,0,,,,45.8742,-110.951,Soft slab avalanche,S - Avalanche released within new snow,2,2,Storm Slab,Natural trigger,centimeters
1/1/2025,Northern Madison,Buck Ridge,Recent human triggered slide Buck Ridge,SS-R1-D1-O,9300,0,0,,NE,50,45.1675,-111.361,Soft slab avalanche,O - Old snow,1,1,Persistent Slab,,centimeters
1/1/2025,Northern Gallatin,Maid of the Mist,"Small, loose snow avalanches in Maid of the Mist",L-N-D1,9200,0,0,,N,10,45.4164,-110.97,Loose-snow avalanche,,1,,New Snow,Natural trigger,centimeters
1/1/2025,Cooke City,Daisy Pass,Storm slab Avalanches near Cooke,SS-R3-D2,9800,0,0,,W,300,45.059,-109.956,Soft slab avalanche,,2,3,Storm Slab,,inches
,,,,,,,,,,,,,,,,,,,
12/31/2024,Southern Madison,Taylor Fork,Small snowmobile triggered avalanche in Taylor Fork,SS-AMu-R1-D1-O,,0,0,,,15,45.0607,-111.272,Soft slab avalanche,O - Old snow,1,1,Persistent Slab,Snowmobile,inches
,,,,,,,,,,,,,,,,,,,
12/31/2024,Cooke City,Wolverine Peak,Sunset Peak natural - Cooke City,HS-N-R2-D2.5-O,9800,0,0,,NE,,45.0469,-110.001,Hard slab avalanche,O - Old snow,2.5,2,Persistent Slab,Natural trigger,centimeters
12/30/2024,Cooke City,Henderson Mountain,"large natural avalanche, NE Mt. Henderson",HS-N-R4-D2-O,10090,0,0,,NE,,45.0524,-109.945,Hard slab avalanche,O - Old snow,2,4,Persistent Weak Layer,Natural trigger,inches
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
12/30/2024,Southern Madison,Cabin Creek,Avalanches in Taylor Fork,SS-N-R2-D2-G,9400,0,0,,NE,200,44.8949,-111.228,Soft slab avalanche,G - Ground,2,2,Persistent Weak Layer,Natural trigger,inches
12/30/2024,Bridger Range,The Throne,Numerous dry loose and slab avalanches near the Throne,SS-N-D2,,0,0,,,,45.8822,-110.952,Soft slab avalanche,,2,,,Natural trigger,centimeters
,,,,,,,,,,,,,,,,,,,
12/30/2024,Northern Madison,Beehive Basin,Avalanche in Beehive Basin,SS-ASc-R3-D1-I,8200,0,0,,W,50,45.3407,-111.391,Soft slab avalanche,I - Interface between new and old snow,1,3,Storm Slab,Skier,inches
12/30/2024,Bridger Range,Bradley Meadow,Avalanche on Bradleys Meadow Caught and Carried,ASu,7800,1,0,,SE,,45.8322,-110.928,,,,,,Skier,inches
12/30/2024,Bridger Range,The Ramp,Storm slabs on the Ramp,SS,,0,0,,,,45.8288,-110.931,Soft slab avalanche,,,,Storm Slab,,centimeters
12/30/2024,Cooke City,Sheep Creek,Sheep Creek,SS-R1-D1,,0,0,,N,,45.0344,-109.984,Soft slab avalanche,,1,1,Storm Slab,,centimeters
12/30/2024,Lionhead Range,Quake Lake,Avalanche above Quake Lake,SS-N-R3-D2-O,7200,0,0,,N,400,44.8524,-111.392,Soft slab avalanche,O - Old snow,2,3,Persistent Slab,Natural trigger,centimeters
12/30/2024,Northern Gallatin,Flanders Creek,Wind slabs in Flanders,SS-AFu-R1-D1,7600,0,0,,,35,45.4521,-110.926,Soft slab avalanche,,1,1,Wind-Drifted Snow,Foot penetration,inches
12/30/2024,Northern Madison,Buck Ridge,Natural Avalanche on 1st Yellowmule,SS-N-R1-D1.5,,0,0,,,100,45.172,-111.385,Soft slab avalanche,,1.5,1,Persistent Weak Layer,Natural trigger,inches
12/29/2024,Cooke City,Round Lake,collapses near Cooke,,,0,0,,,,45.0745,-109.907,,,,,,,centimeters
,,,,,,,,,,,,,,,,,,,
12/29/2024,Southern Gallatin,Cabin Creek,Remote trigger cabin creek,SS-AMc-R3-D2-O,,0,0,,,,44.8949,-111.228,Soft slab avalanche,O - Old snow,2,3,Persistent Slab,Snowmobile,inches
12/29/2024,Northern Madison,Buck Ridge,Small avalanche in Buck,SS-N-D1,,0,0,,NE,20,45.1647,-111.364,Soft slab avalanche,,1,,Wind-Drifted Snow,Natural trigger,centimeters
12/28/2024,Lionhead Range,LIONHEAD AREA,Partial Burial at Lionhead,AMu,,1,0,,,,44.7292,-111.323,,,,,,Snowmobile,centimeters
12/28/2024,Lionhead Range,Lionhead Ridge,two avalanches at Lionhead,SS-R2-D2-O,,0,0,,,,44.7145,-111.318,Soft slab avalanche,O - Old snow,2,2,Persistent Weak Layer,,centimeters
,,,,,,,,,,,,,,,,,,,
12/27/2024,Bridger Range,Saddle Peak,Small Wind Slab Avalanche Saddle Peak,SS-N-R1-D1,9050,0,0,,E,150,45.7943,-110.936,Soft slab avalanche,,1,1,Wind Slab,Natural trigger,centimeters
12/26/2024,Southern Madison,Telemark Meadows,Cracking and Collapsing in Tele Meadows,,,0,0,,,,44.8899,-111.063,,,,,,,centimeters
,,,,,,,,,,,,,,,,,,,
12/21/2024,Northern Madison,Buck Ridge,Snowmobiler triggered wind slab on Buck Ridge,SS-AM-R2-D1.5,9500,0,0,,NE,50,45.1719,-111.38,Soft slab avalanche,,1.5,2,Wind Slab,Snowmobile,inches
12/19/2024,Cooke City,Goose Lake,E Face Mount Fox avalanche,SS-NC-R2-D2-O,11000,0,0,,E,,45.1153,-109.914,Soft slab avalanche,O - Old snow,2,2,Wind-Drifted Snow,Cornice fall,centimeters
12/19/2024,Bridger Range,Wolverine Bowl,Cornice triggered avalanche in Hourglass chute,SS-NC-R2-D2-O,8500,0,0,,E,850,45.8301,-110.934,Soft slab avalanche,O - Old snow,2,2,Wind-Drifted Snow,Cornice fall,inches
12/19/2024,Northern Madison,Fan Mountain,Natural avalanche on Fan Mountain,SS-N-R2-D2,,0,0,,,1000,45.2981,-111.524,Soft slab avalanche,,2,2,,,
